Socket,Algorithm,Start Time,End Time,Execution Time,Power,Current,Voltage,Memory,CPU Usage,Read Bytes,Write Bytes,Signature,Num Files,Size,Avg File Size,CPU Count,Total RAM,Available RAM,System CPU,System Memory,Time Per File,Throughput
rpi5,Falcon-512,2026-01-15 17:15:48.533633,2026-01-15 17:15:51.169606,2.6359705669999585,0.0,0.0,0.0,320.0010347366333,99.394129539992,325071345,0,3271,5,310.0,62.0,4,16215.125,15631.9375,0.0,4.9,0.5218153820000225,118.81596851814793
rpi5,Falcon-1024,2026-01-15 17:15:52.175703,2026-01-15 17:15:54.831236,2.6555307389999143,0.0,0.0,0.0,320.0122995376587,99.41515499060792,325059016,0,6363,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.7,0.5218499016000351,118.80810901736852
rpi5,ML-DSA-44,2026-01-15 17:15:55.837435,2026-01-15 17:15:58.435796,2.5983588620000546,4.394,0.058,116.169,320.01661109924316,100.06316055968811,325059017,0,12100,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.5,0.5192870786000185,119.39445935598866
rpi5,ML-DSA-65,2026-01-15 17:15:59.441822,2026-01-15 17:16:02.041795,2.5999691819999953,4.418,0.057,116.319,320.021164894104,100.38580526528736,325059017,0,16545,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.5,0.5195839718000116,119.3262366912732
rpi5,ML-DSA-87,2026-01-15 17:16:03.047769,2026-01-15 17:16:05.649821,2.6020486489999257,4.451,0.057,116.037,320.02637004852295,99.92126784406152,325059019,0,23135,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.3,0.520009268400031,119.22864411775222
rpi5,SPHINCS+-SHA2-128f-simple,2026-01-15 17:16:06.655780,2026-01-15 17:16:07.864750,1.20896454800004,3.386,0.043,116.103,320.0552272796631,99.2584937238342,325059019,0,85440,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.5,0.2395953574000032,258.7696217188855
rpi5,SPHINCS+-SHA2-192f-simple,2026-01-15 17:16:08.871068,2026-01-15 17:16:12.080957,3.20988490000002,4.528,0.05,116.285,320.10848331451416,100.00358579835624,325059019,0,178320,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.7,0.6410748640000066,96.71257365036756
rpi5,SPHINCS+-SHA2-256f-simple,2026-01-15 17:16:13.087264,2026-01-15 17:16:16.678053,3.590786696000009,4.444,0.056,116.6,320.14906883239746,99.97809126337454,325059019,0,249280,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.3,0.7163831952000009,86.54586039345988
rpi5,SLH_DSA_PURE_SHA2_128F,2026-01-15 17:16:17.684450,2026-01-15 17:16:22.596505,4.912051807000012,4.3445,0.0555,116.31,320.05321311950684,98.53316272240184,325059019,0,85440,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.4,0.9677849081999966,64.06382190368632
rpi5,SLH_DSA_PURE_SHA2_192F,2026-01-15 17:16:23.602954,2026-01-15 17:16:27.091947,3.4889901599999575,4.415,0.056999999999999995,116.50049999999999,320.10824394226074,99.74232773416712,325059019,0,178320,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.2,0.697040167199998,88.94752830249834
rpi5,SLH_DSA_PURE_SHA2_256F,2026-01-15 17:16:28.098268,2026-01-15 17:16:31.852953,3.7546817090000104,4.947,0.061,116.302,320.14889335632324,100.14164425674863,325059019,0,249280,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.3,0.7495605500000011,82.71513221980521
rpi5,SLH_DSA_PURE_SHAKE_128F,2026-01-15 17:16:32.858947,2026-01-15 17:16:38.281689,5.422736884000074,4.633,0.056,116.327,320.05498695373535,99.9495294708444,325059019,0,85440,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.2,1.0837127882000233,57.210730255364055
rpi5,SLH_DSA_PURE_SHAKE_192F,2026-01-15 17:16:39.287934,2026-01-15 17:16:44.913568,5.625630655000009,4.556,0.056,116.418,320.10830879211426,99.89991068832428,325059019,0,178320,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.0,1.1240692322000083,55.156744997507566
rpi5,SLH_DSA_PURE_SHAKE_256F,2026-01-15 17:16:45.919765,2026-01-15 17:16:52.063333,6.143563734000054,4.144333333333333,0.052,116.29633333333334,320.146333694458,99.94199239798984,325059019,0,249280,5,310.0,62.0,4,16215.125,15631.9375,0.0,4.9,1.2264598583999713,50.55200100954356
rpi5,cross-rsdp-128-balanced,2026-01-15 17:16:53.069407,2026-01-15 17:16:55.291511,2.2221013240000502,4.792,0.061,116.55,320.0438861846924,99.4554107920574,325059019,0,65760,5,310.0,62.0,4,16215.125,15631.9375,0.0,4.9,0.4426366834000191,140.06972834641775
rpi5,cross-rsdp-128-fast,2026-01-15 17:16:56.297584,2026-01-15 17:16:58.505848,2.208259852000083,4.451,0.057,116.352,320.0558156967163,100.07880177680816,325059019,0,92160,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.4,0.4413061556000002,140.4920353211587
rpi5,cross-rsdp-128-small,2026-01-15 17:16:59.512023,2026-01-15 17:17:01.740711,2.2286840109999275,4.467,0.058,116.401,320.0416593551636,100.05904780550208,325059019,0,62160,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.6,0.4453644614000268,139.2118262088082
rpi5,cross-rsdp-192-balanced,2026-01-15 17:17:02.747157,2026-01-15 17:17:05.389685,2.6425262709999515,4.642,0.057,116.633,320.0915641784668,100.28282515417422,325059019,0,149265,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.6,0.5281429835999916,117.39245228136548
rpi5,cross-rsdp-192-fast,2026-01-15 17:17:06.395770,2026-01-15 17:17:09.024581,2.628807886000004,4.553,0.054,116.385,320.124716758728,99.66494752062646,325059020,0,207030,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.5,0.5254000324000344,118.00532199585744
rpi5,cross-rsdp-192-small,2026-01-15 17:17:10.030580,2026-01-15 17:17:12.686567,2.6559833400000343,0.0,0.0,0.0,320.0874843597412,100.15123061728116,325059020,0,141955,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.4,0.530863875,116.79076863160071
rpi5,cross-rsdp-256-balanced,2026-01-15 17:17:13.693001,2026-01-15 17:17:16.363078,2.6700740510000287,4.746,0.061,116.534,320.1566619873047,100.37174807928074,325059020,0,267635,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.5,0.5336415352000131,116.18286042289026
rpi5,cross-rsdp-256-fast,2026-01-15 17:17:17.369132,2026-01-15 17:17:20.019320,2.6501837660000547,4.32,0.057,116.468,320.2198438644409,99.99306591480924,325059020,0,372950,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.3,0.5296475036000174,117.05898654970638
