Socket,Algorithm,Start Time,End Time,Execution Time,Power,Current,Voltage,Memory,CPU Usage,Read Bytes,Write Bytes,Signature,Num Files,Size,Avg File Size,CPU Count,Total RAM,Available RAM,System CPU,System Memory,Time Per File,Throughput
rpi5,cross-rsdp-256-small,2026-01-15 17:17:21.025406,2026-01-15 17:17:23.730759,2.7053503600000113,4.94,0.056,116.302,320.1518678665161,100.171868312095,325059020,0,254090,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.1,0.5407042931999968,114.66526302772913
rpi5,MAYO-1,2026-01-15 17:17:24.736886,2026-01-15 17:17:27.353656,2.6167670070000213,0.0,0.0,0.0,320.010235786438,100.12354913491816,325059020,0,2270,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.4,0.5229761707999842,118.55224666385864
rpi5,MAYO-2,2026-01-15 17:17:28.359664,2026-01-15 17:17:30.981263,2.6215950609999936,4.542,0.061,116.517,320.016224861145,99.93915685058606,325059020,0,930,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.1,0.5239367735999849,118.33488910121002
rpi5,MAYO-3,2026-01-15 17:17:31.987285,2026-01-15 17:17:34.616279,2.62899104600001,4.437,0.057,116.55,320.01366329193115,99.65800393220476,325059020,0,3405,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.4,0.5240636786000323,118.30623363486076
rpi5,MAYO-5,2026-01-15 17:17:35.622321,2026-01-15 17:17:38.255226,2.6329006480000317,3.47,0.043,116.6,320.01910877227783,99.51002146587498,325059020,0,4820,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.2,0.5260445074000245,117.86074966628786
rpi5,SNOVA_24_5_4,2026-01-15 17:17:39.261569,2026-01-15 17:17:41.892241,2.6306695079999827,4.544,0.059,116.352,320.008957862854,99.97454990077848,325059020,0,1240,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.3,0.523962522800025,118.32907374496106
rpi5,SNOVA_56_25_2,2026-01-15 17:17:42.898257,2026-01-15 17:17:45.552817,2.6545548629999303,4.599,0.057,116.534,320.0644807815552,99.45170230976188,325059020,0,890,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.4,0.5278589808000106,117.45561268283106
rpi5,SNOVA_60_10_4,2026-01-15 17:17:46.559075,2026-01-15 17:17:49.264722,2.705645540999967,4.628,0.049,116.567,320.0230989456177,99.79134218010364,325059020,0,2880,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.6,0.538260210999988,115.1859244524418
rpi5,OV-Is,2026-01-15 17:17:50.270735,2026-01-15 17:17:52.891932,2.621194027999991,4.635,0.059,116.285,321.12539768218994,99.57294164871382,325059020,0,480,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.2,0.5218451777999917,118.80918448146096
rpi5,OV-III,2026-01-15 17:17:53.897956,2026-01-15 17:17:56.532900,2.634938189999957,4.593,0.057,116.269,323.3402633666992,99.81258801368884,325059021,0,1000,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.3,0.5230692614000191,118.5311479287736
rpi5,OV-V,2026-01-15 17:17:57.539228,2026-01-15 17:18:00.202500,2.6632674239999687,4.483,0.055,116.352,327.80402851104736,99.87731521173836,325059021,0,1300,5,310.0,62.0,4,16215.125,15631.9375,0.0,5.4,0.5236701232000087,118.39514467836072
